,text_original,text_traducido,clase_RegLog,clase_SVM,clase_NavieBayes
7553,miles de inmigrantes venezolanos salen en el último mes desde colombia ecuador pic twitter com 4ulo2xjvmj,Thousands of Venezuelan immigrants leave in the last month from Colombia Ecuador pic twitter com 4ulo2xjvmj,2,2,1
7554, últimos migrantes venezolanos llegan ecuador antes de requisito de visa pic twitter com xmkpf5peio,Last Venezuelan migrants arrive in Ecuador before visa requirement pic twitter com xmkpf5peio,1,2,2
7555, atención 10 países buscan implementar tarjeta integral de salud para migrantes venezolanos detalles de la participación de ecuador pic twitter com bko8fqr4qw,Attention 10 countries seek to implement a comprehensive health card for Venezuelan migrants details of the participation of Ecuador pic twitter com bko8fqr4qw,2,2,1
7556, exigencia de visa en ecuador no evitará la migración venezolana vía nacional,Visa requirement in Ecuador will not prevent Venezuelan migration via national,2,0,1
7557,video acnur implementa plan de contingencia para migrantes venezolanos en ecuador vía ,UNHCR video implements contingency plan for Venezuelan migrants in Ecuador via,2,2,1
7558, 26ago doasporaecuador el requisito impuesto desde este lunes por ecuador venezolanos de tener un visado para ingresar ese país no frenará el éxodo sino que incrementará los cruces ilegales la inseguridad afirmó el director de migración colombia ,26ago doasporaecuador the requirement imposed this Monday by Ecuadorian Venezuelans to have a visa to enter that country will not stop the exodus but will increase illegal crossings insecurity said the director of migration colombia,0,2,2
7559, rumichaca según informa carchi noticias el puente internacional rumichaca ecuador colombia está colapsado en estos momentos debido aglomeración de migrantes venezolanos allí alguien tiene más fotos al respecto cuál es la situación exacta fotos carchi noticias pic twitter com vmtsbdnbhn,rumichaca according to reports carchi news the international bridge rumichaca ecuador colombia is collapsed at the moment due to agglomeration of venezuelan migrants there someone has more photos about it what is the exact situation photos carchi news pic twitter com vmtsbdnbhn,2,2,1
7560,el gobierno de ecuador comenzó pedir una visa humanitaria los venezolanos que deseen entrar en su territorio miles de migrantes pasaron una semana en una carrera contra reloj dejándolo todo en el camino para entrar ese país antes de hoy ,The government of Ecuador began requesting a humanitarian visa. Venezuelans who want to enter its territory thousands of migrants spent a week in a race against the clock leaving everything on the road to enter that country before today.,2,2,1
7561, vzlaexigeddhh colombia rechaza solicitud de visado de ecuador para migrantes venezolanos pic twitter com s9izphprrl,vzlaexigeddhh Colombia rejects Ecuador visa application for Venezuelan migrants pic twitter com s9izphprrl,1,2,1
7562,colombia indica que solicitud de visa para ecuador no impedirá la migración venezolana pic twitter com auengj2ldf,Colombia indicates that visa application for Ecuador will not prevent Venezuelan migration pic twitter com auengj2ldf,1,0,0
7563,colombia indica que solicitud de visa para ecuador no impedirá la migración venezolana pic twitter com byszpnmkux,Colombia indicates that visa application for Ecuador will not prevent Venezuelan migration pic twitter com byszpnmkux,1,0,0
7564,colombia indica que solicitud de visa para ecuador no impedirá la migración venezolana pic twitter com fozm1ylh7l,Colombia indicates that visa application for Ecuador will not prevent Venezuelan migration pic twitter com fozm1ylh7l,1,0,0
7565,cientos de migrantes venezolanos entraron ecuador en últimas horas ,Hundreds of Venezuelan migrants entered Ecuador in the last hours,2,2,1
7566,desde la madrugada de este lunes los migrantes venezolanos que pretendan ingresar al ecuador deberán presentar visa ,"From the dawn of this Monday, Venezuelan migrants who intend to enter the Ecuador must present a visa",2,2,1
7567,migrantes venezolanos buscan llegar ecuador pese las restricciones lafmpic twitter com upqmfogxnc,Venezuelan migrants seek to reach Ecuador despite restrictions lafmpic twitter com upqmfogxnc,2,2,2
7568,exigencia de visa no evitará la migración venezolana ecuador pic twitter com sgqdqkdv9h,Visa requirement will not prevent Venezuelan migration Ecuador pic twitter com sgqdqkdv9h,1,2,1
7569,alcalde de ipiales en ecuador solicitó ayuda al gobierno nacional para atender la creciente migración de venezolanos que buscan ingresar al país antes de la exigencia de visado vía twitter com lcfdep15ss,mayor of ipiales in ecuador requested help from the national government to deal with the growing migration of Venezuelans seeking to enter the country before the visa requirement via twitter with lcfdep15ss,2,1,0
7570,los últimos migrantes venezolanos accedieron ecuador antes del requisito de visa partir de este 26ago pic twitter com dvkaz00ks4,The last Venezuelan migrants acceded to Ecuador before the visa requirement as of this Aug 26 pic twitter com dvkaz00ks4,2,2,2
7571, exigencia de visa en ecuador no evitará la migración venezolana internacionales diariofronterapic twitter com 8xevk9jryg,Visa requirement in Ecuador will not prevent Venezuelan migration international diariofronterapic twitter com 8xevk9jryg,2,0,1
7572,ante el continuo flujo de migrantes venezolanos ecuador través de su paso fronterizo de rumichaca el gobierno de ecuador implementó el requerimiento de una visa humanitaria para acceder al país ,"Given the continuous flow of Venezuelan migrants Ecuador through its border crossing of Rumichaca, the government of Ecuador implemented the requirement of a humanitarian visa to enter the country.",2,2,1
7573,agencia onu para refugiados crea plan de contingencia para migrantes venezolanos en ecuador via ,UN refugee agency creates contingency plan for Venezuelan migrants in Ecuador via,2,2,1
7574,los migrantes venezolanos que buscan llegar ecuador pese las restricciones ,Venezuelan migrants looking to get to Ecuador despite restrictions,2,2,1
7575, 26ago así se encuentra la situación en la frontera de colombia ecuador donde migrantes venezolanos buscan ingresar el país ecuatoriano tras la entrada en vigencia del visado exigido los venezolanos ,26Ago this is the situation on the border of Colombia Ecuador where Venezuelan migrants seek to enter the Ecuadorian country after the entry into force of the visa required by Venezuelans,2,2,1
7576, loúltimo cientos de migrantes venezolanos bloquean paso fronterizo entre ecuador colombia pic twitter com fehr3s3rhp,the last hundreds of Venezuelan migrants block the border crossing between ecuador colombia pic twitter com fehr3s3rhp,2,2,1
7577,el terminal de rumichaca en la frontera entre colombia ecuador se vació la madrugada de este 26ago de migrantes venezolanos apenas dos horas después de que entrara en vigor el nuevo requisito de visa humanitaria pic twitter com qtez5ywr8o,The rumichaca terminal on the border between Colombia and Ecuador was emptied the morning of this August 26 of Venezuelan migrants just two hours after the new humanitarian visa requirement took effect pic twitter com qtez5ywr8o,2,2,1
7578,las barreras la migración venezolana como el caso de ecuador es una muestra de ingenuidad ante el drama de nuestro país las medidas solo va crear un mercado negro tráfico de personas más vulnerabilidad más pobreza más esclavitud moderna ,"The barriers to Venezuelan migration, as in the case of Ecuador, are a display of naivete in the face of the drama in our country. The measures will only create a black market, human trafficking, more vulnerability, more poverty, and modern slavery.",0,2,1
7579, 26ago reportaron que 21 mil migrantes venezolanos entraron ecuador ante vigencia de la visa humanitaria pic twitter com draumofa4o ,26Aug reported that 21 thousand Venezuelan migrants entered Ecuador before the validity of the humanitarian visa pic twitter com draumofa4o,2,2,1
7580, últimahora venezolanos bloquean el puente internacional rumichaca exigen que los dejen entrar ecuador gracias al dictador por la migración de vzlanos ,"Venezuelans block the rumichaca international bridge, demand that they be allowed to enter Ecuador thanks to the dictator for the migration of Vzlanos",2,2,2
7581,en un tiempo récord de tres horas desde que les sellaron los pasaportes en el lado colombiano ingresaron ecuador el último millar de migrantes venezolanos sin la exigencia del visado la madrugada de este 26ago pic twitter com kthtqh1mbp,"In a record time of three hours since the passports were stamped on the Colombian side, the last thousand Venezuelan migrants entered Ecuador without the requirement of a visa on the morning of this 26th August pic twitter com kthtqh1mbp",1,2,1
7582,cientos de migrantes venezolanos bloquean paso en frontera entre ecuador colombia ,Hundreds of Venezuelan migrants block the border crossing between Ecuador and Colombia,2,2,1
7583,cientos de migrantes venezolanos bloquean paso en frontera entre ecuador colombia pic twitter com qlfjqot2cj,Hundreds of Venezuelan migrants block the border crossing between Ecuador Colombia pic twitter com qlfjqot2cj,2,2,1
7584,reportaron que 21 mil migrantes venezolanos entraron ecuador ante vigencia de la visa humanitaria pic twitter com rtemdt8oky,reported that 21 thousand Venezuelan migrants entered Ecuador before the validity of the humanitarian visa pic twitter com rtemdt8oky,2,2,1
7585,el director general de migración colombia christian krüger informó que más de 11 mil venezolanos cruzaron la frontera hacía ecuador este fin de semana ésto como consecuencia de la exigencia de visado para entrar este país partir de hoy lunes 26 de agosto ,"the director general of migration christian krüger colombia reported that more than 11 thousand venezuelans crossed the border into ecuador this weekend as a consequence of the visa requirement to enter this country starting today, monday, august 26",2,0,1
7586, mundokw últimos venezolanos ingresan ecuador antes del requisito de visa se calcula que entraron unos 10 mil migrantes durante el fin de semana pic twitter com qvbyn09ywh,"Mundokw last Venezuelans enter Ecuador before the visa requirement, it is estimated that some 10,000 migrants entered during the weekend pic twitter com qvbyn09ywh",2,2,1
7587,exactamente los propios ecuatorianos empleadores personas que los acogen crearon un ambiente propicio para que vengan más más venezolanos nuestro país en ecuador te vas al rincón más lejano mínimo encuentras un venezolano no es xenofobia es sentido común,"Exactly the Ecuadorian employers themselves, the people who host them, created a favorable environment for more Venezuelans to come. Our country in Ecuador, you go to the farthest corner, you find a Venezuelan, it is not xenophobia, it is common sense.",0,2,1
7588,los migrantes desesperados buscarán trochas atajos espero no aparezcan bandas de coyoteros policia debe estar atenta diario expresó venezolanos sin visa bloquean el paso entre ecuador colombia ,desperate migrants will look for shortcuts I hope gangs of coyoteros do not appear police must be vigilant newspaper said Venezuelans without visa block the passage between ecuador colombia,2,2,2
7589,bogotá más de 85 000 venezolanos salieron por la frontera sur de colombia hacia ecuador en el último mes después de que quito anunció la exigencia de una visa para permitir el ingreso su territorio de los inmigrantes de la nación petrolera pic twitter com qto9mdrlx0,"Bogota More than 85,000 Venezuelans left the Colombian southern border for Ecuador in the last month after Quito announced the requirement of a visa to allow immigrants from the oil nation to enter its territory pic twitter com qto9mdrlx0",2,2,1
7590, sineditar migración colombia se pronuncia sobre exigencia de visa venezolanos en ecuador pic twitter com hnfluh9eye,sineditar migration colombia pronounces itself on the visa requirement for Venezuelans in ecuador pic twitter com hnfluh9eye,1,2,2
7591,mi solidaridad con ud mi más sentida condolencia una vez más comprobado los venezolanos que están pasando ecuador son delincuentes asesinos barrios quito históricamente tranquilos plagados de esta lacra hagan algo ya ,my solidarity with you my heartfelt condolence once again verified the venezuelans who are passing ecuador are criminals murderers neighborhoods historically quiet quit plagued by this scourge do something now,2,2,1
7592,las exigencias de visas los migrantes venezolanos los requisitos burocráticos económicos para entregarlas impuestos por ecuador perú chile van en contravía de los ideales sobre una ciudadanía suramericana que nos han distinguido como una región humanitaria ,the visa requirements of Venezuelan migrants the bureaucratic economic requirements to deliver them imposed by ecuador peru chile go against the ideals of a South American citizenship that have distinguished us as a humanitarian region,2,2,2
7593, últimos migrantes venezolanos llegan ecuador antes de requisito de visa pic twitter com 6maaqjjlkh,Last Venezuelan migrants arrive in Ecuador before visa requirement pic twitter com 6maaqjjlkh,1,2,2
7594, atención 10 países buscan implementar tarjeta integral de salud para migrantes venezolanos detalles de la participación de ecuador twitter com meiuquwaci,Attention 10 countries seek to implement a comprehensive health card for Venezuelan migrants details of Ecuador's participation twitter com meiuquwaci,2,2,1
7595,cientos de migrantes venezolanos entraron ecuador en últimas horas pic twitter com zme9zu3uxc,Hundreds of Venezuelan migrants entered Ecuador in the last hours pic twitter com zme9zu3uxc,1,2,1
7596,últimos venezolanos ingresan ecuador antes del requisito de visa la terminal de rumichaca en la frontera entre colombia ecuador se vació esta madrugada de migrantes venezolanos apenas dos horas pic twitter com wbix1nsuas,"Last Venezuelans enter Ecuador before the visa requirement, the rumichaca terminal on the border between Colombia, Ecuador emptied this morning of Venezuelan migrants just two hours pic twitter com wbix1nsuas",2,2,1
7597, コロンビア 外相 エクアドルの人道的査証義務付けでも ベネズエラ人の移民の波は止まらない 違法入国斡旋マフィアや犯罪が増えるだけ 止めるには解決はマドゥロ退陣しかない exigencia de visa en ecuador no evitará la migración venezolana nacionalさんから,コ ロ ン ビ ア 外相 エ ク ア ド ル の 人道 的 査証 義務 付 け で も ベ ネ ズ エ ラ 人 の 移民 の 波 は 止 ま ら な い 違法 入 国 斡旋 マ フ ィ ア や 犯罪 が 増 え る だ け 止 め る に は 解決 は ​​マ ド ゥ ロ 退 陣 し か な い visa requirement in Ecuador not prevent national Venezuelan migration さ ん か ら,2,0,0
7598,ecuador exige visa humanitaria migrantes venezolanos partir de medianoche pic twitter com gwt96e9djk,Ecuador requires a humanitarian visa for Venezuelan migrants starting at midnight pic twitter com gwt96e9djk,2,2,1
7599, atención 10 países buscan implementar tarjeta integral de salud para migrantes venezolanos detalles de la participación de ecuador twitter com s20cpe94gp,Attention 10 countries seek to implement a comprehensive health card for Venezuelan migrants details of Ecuador's participation twitter com s20cpe94gp,2,2,1
7600,alcalde de ipiales del departamento nariño pide ayuda por aumento de migrantes venezolanos en frontera de colombia con ecuador ,mayor of ipiales of the nariño department asks for help for the increase in venezuelan migrants on the colombian border with ecuador,2,2,1
7601,los últimos migrantes venezolanos accedieron ecuador antes del requisito de visa partir de este 26ago pic twitter com ace4x9laxx,the last venezuelan migrants accessed ecuador before the visa requirement as of this august 26 pic twitter com ace4x9laxx,2,0,1
7602,miles de venezolanos en la frontera colombo ecuatoriana desesperados por la imposición de visado por parte del ecuador fuera de broma no saben lo que me duele ver un pueblo hermano en esta situación ,Thousands of Venezuelans on the Ecuadorian-Colombian border desperate for the imposition of a visa by Ecuador out of joke do not know what hurts me to see a brother people in this situation,2,2,1
7603,efe ministros de salud de américa latina analizarán atención venezolanos este lunes en cúcuta ecuador exige visa humanitaria migrantes venezolanos partir de este lunes ,Efe Latin American ministers of health will analyze Venezuelans care this Monday in Cúcuta Ecuador demands humanitarian visa for Venezuelan migrants starting this Monday,2,1,1
7604, urgente esta hora el puente de rumichaca frontera con ecuador está bloqueado el cierre está relacionado con protestas de migrantes venezolanos quienes exigen al gobierno de ecuador permitir por hoy el paso sin exigirles la visa ,urgent this hour the rumichaca bridge border with ecuador is blocked the closure is related to protests by venezuelan migrants who are demanding that the government of ecuador allow passage today without requiring a visa,2,2,1
7605,el terminal de rumichaca en la frontera entre colombia ecuador se vació la madrugada de este 26ago de migrantes venezolanos apenas dos horas después de que entrara en vigor el nuevo requisito de visa humanitaria pic twitter com pfqfpsh2mh,The rumichaca terminal on the border between Colombia and Ecuador was emptied the morning of this August 26 of Venezuelan migrants just two hours after the new humanitarian visa requirement took effect pic twitter com pfqfpsh2mh,2,2,1
7606,twitt fuera de lugar hablas desde tu lado ayer mataron un anciano de 75 años los delincuentes eran presuntamente 5 venezolanos el problema esq en ecuador no queremos violencia es la unica forma de controlarla ha entrado gente mala no kiere trabajar ,tweet out of place you speak from your side yesterday a 75-year-old man was killed the criminals were presumably 5 Venezuelans the problem is that in Ecuador we do not want violence is the only way to control it has entered bad people do not want to work,1,2,2
7607, sepa advierten que exigencia de visa no evitará la migración venezolana hacia ecuador aumentaría migración ilegal ,know they warn that visa requirement will not prevent Venezuelan migration to Ecuador would increase illegal migration,2,2,1
7608,video últimos migrantes venezolanos ingresan ecuador antes de petición de visa pic twitter com 7vhpsn2grf,video last Venezuelan migrants enter Ecuador before visa petition pic twitter com 7vhpsn2grf,2,2,0
7609,tu crees que en tu país se alimentan de dignidad libertad de paso aprovecha de explicar la migración de cientos de venezolanos colombia chile ecuador si están tan bien por que migrar con lo puesto ,"You believe that in your country they feed on dignity, freedom of passage, take advantage of explaining the migration of hundreds of Venezuelans, Colombia, Chile, Ecuador, if they are doing so well, why migrate with what they wear",0,2,1
7610,colombia rechaza solicitud de visado de ecuador para migrantes venezolanos pic twitter com 32zsqyajaz,Colombia rejects Ecuador visa application for Venezuelan migrants pic twitter com 32zsqyajaz,1,2,1
7611,colombia rechaza solicitud de visado de ecuador para migrantes venezolanos pic twitter com pytau2qabh,Colombia rejects Ecuador visa application for Venezuelan migrants pic twitter com pytau2qabh,1,2,1
7612,colombia rechaza solicitud de visado de ecuador para migrantes venezolanos pic twitter com gnjlileddo,Colombia rejects Ecuador visa application for Venezuelan migrants pic twitter com gnjlileddo,1,2,1
7613,migrantes venezolanos bloquean paso fronterizo entre ecuador colombia internacional,Venezuelan migrants block border crossing between Ecuador Colombia international,2,2,1
7614,cientos de migrantes venezolanos bloquean un tramo del paso internacional de ecuador con colombia en el puente fronterizo de rumichaca en protesta por la nueva medida ecuatorianas que les exige un visado excepcional humanitario para poder ingresar al país,Hundreds of Venezuelan migrants block a section of the international crossing from Ecuador to Colombia at the Rumichaca border bridge in protest at the new Ecuadorian measure that requires an exceptional humanitarian visa to enter the country,2,1,1
7615,el requisito impuesto desde este lunes por ecuador los venezolanos de tener un visado para ingresar ese país no frenará el éxodo sino que incrementará los cruces ilegales la inseguridad afirmó el director de migración colombia christian krüger ,"The requirement imposed this Monday by Ecuadorians on Venezuelans to have a visa to enter that country will not stop the exodus but will increase illegal crossings, insecurity, said Colombian migration director Christian Krüger.",0,2,2
7616, 25ago esta es la situación actual de los inmigrantes venezolanos que se encuentran en el puente internacional de rumichaca que conecta colombia con ecuador donde partir de hoy se exige visa nuestros hermanos ,25Aug This is the current situation of Venezuelan immigrants who are on the international bridge of Rumichaca that connects Colombia with Ecuador where from today our brothers are required to have a visa,2,2,1
7617,cientos de venezolanos bloquean el paso en frontera entre ecuador colombia soynuevaprensa maduro guaido migrantes perú rumichaca featured globalpic twitter com kxiyynttd3,"Hundreds of Venezuelans block the border crossing between Ecuador, Colombia, Soynuevaprensa, Mature, Guaido, Migrants, Peru, Rumichaca, Featured GlobalPic, Twitter com, Kxiyynttd3",2,2,1
7618,en un tiempo récord de tres horas desde que les sellaron los pasaportes en el lado colombiano ingresaron ecuador el último millar de migrantes venezolanos sin la exigencia del visado la madrugada de este 26ago pic twitter com uqwvggupww,"In a record time of three hours since the passports were stamped on the Colombian side, the last thousand Venezuelan migrants entered Ecuador without the requirement of a visa on the morning of this 26th of August pic twitter com uqwvggupww",1,2,1
7619, 26ago exigir visa humanitaria no detendrá migración venezolana holmes trujillo ecuador pic twitter com 1of8gkgkiv,26aug demanding humanitarian visa will not stop Venezuelan migration holmes trujillo ecuador pic twitter com 1of8gkgkiv,1,2,1
7620,la terminal de rumichaca en la frontera entre colombia ecuador se vació esta madrugada de migrantes venezolanos apenas dos horas después de que entrara en vigor un nuevo requisito de visa humanitaria ,The rumichaca terminal on the border between Colombia and Ecuador was emptied this morning of Venezuelan migrants just two hours after a new humanitarian visa requirement came into force.,2,1,1
7621, atención 10 países buscan implementar tarjeta integral de salud para migrantes venezolanos detalles de la participación de ecuador twitter com vfokxs2cgc,Attention 10 countries seek to implement a comprehensive health card for Venezuelan migrants details of Ecuador's participation twitter com vfokxs2cgc,2,2,1
7622,ecuador recibe últimos migrantes venezolanos sin visa ,Ecuador receives the last Venezuelan migrants without visas,2,2,0
7623, video integrantes de las oficinas de acnur en colombia ecuador desarrollaron un plan de contingencia para otorgar refugio comida agua sanidad los migrantes venezolanos que llegan rumichaca ,video members of the unhcr offices in colombia ecuador developed a contingency plan to grant refuge food water health venezuelan migrants arriving rumichaca,2,2,2
7624,porque buscas la victimización se ha ayudado los migrantes en todos los paises de forma humanitaria pero muchos de esos paises tambien sufren crisis como ecuador tambien el pedir registros antecedentes penales es una ley pero para lo venezolanos se ha hecho una exepcion pic twitter com phjq9zljkf,"Because you are looking for victimization, migrants have been helped in all countries in a humanitarian way, but many of those countries also suffer crises, like Ecuador, also asking for criminal records is a law, but for Venezuelans, an exception has been made pic twitter com phjq9zljkf",2,2,2
7625,los últimos migrantes venezolanos accedieron ecuador antes del requisito de visa partir de este 26ago pic twitter com q32bo9tthu,The last Venezuelan migrants accessed Ecuador before the visa requirement as of this Aug 26 pic twitter com q32bo9tthu,2,2,1
7626,primicias más de 85 000 venezolanos salieron por la frontera sur de colombia hacia ecuador en el último mes después de que quito anunció la exigencia de una visa para permitir el ingreso su territorio de los inmigrantes informó el gobierno de bogotá ,"scoops more than 85,000 Venezuelans left the southern Colombian border for Ecuador in the last month after Quito announced the requirement of a visa to allow immigrants to enter its territory, the government of Bogota reported",2,2,1
7627, stratalert en el puente internacional de rumichaca carchi los medios reportan que un grupo de migrantes venezolanos bloquea el paso fronterizo entre colombia ecuador ,stratalert at the international bridge in rumichaca carchi the media reports that a group of venezuelan migrants is blocking the border crossing between colombia and ecuador,2,2,1
7628,el terminal de rumichaca en la frontera entre colombia ecuador se vació la madrugada de este 26ago de migrantes venezolanos apenas dos horas después de que entrara en vigor el nuevo requisito de visa humanitaria pic twitter com 2fkmjnzzyf,The rumichaca terminal on the border between Colombia and Ecuador was emptied the morning of this August 26 of Venezuelan migrants just two hours after the new humanitarian visa requirement took effect pic twitter com 2fkmjnzzyf,2,2,1
7629, resumendenoticiasvpitv migrantes venezolanos deben presentar la nueva documentación las autoridades de ecuador envivo 26agopic twitter com 0wzgj94syg,summary of news vpitv Venezuelan migrants must present the new documentation to the authorities of Ecuador envivo 26agopic twitter com 0wzgj94syg,2,2,2
7630, exigencia de visa en ecuador no evitará la migración venezolana través de nacional,Visa requirement in Ecuador will not prevent Venezuelan migration through national,2,0,0
7631, stratalert los medios internacionales reportan que un grupo de migrantes venezolanos bloquean en el paso entre colombia ecuador ,stratalert international media reports that a group of venezuelan migrants block the crossing between colombia and ecuador,2,2,2
7632,alcalde pide ayuda por ola de migrantes venezolanos en frontera de colombia con ecuador pic twitter com dq5sm4k1xz,Mayor asks for help for wave of Venezuelan migrants on the Colombian border with Ecuador pic twitter com dq5sm4k1xz,2,2,1
7633, últimos migrantes venezolanos llegan ecuador antes de requisito de visa pic twitter com 77szbev6sc,Last Venezuelan migrants arrive in Ecuador before visa requirement pic twitter com 77szbev6sc,1,2,2
7634,el alcalde de ipiales ciudad fronteriza en el suroeste de colombia pidió ayuda su gobierno para atender el flujo de migrantes venezolanos que buscan ingresar ecuador ,"The mayor of Ipiales, a border city in southwestern Colombia, asked his government for help to attend to the flow of Venezuelan migrants seeking to enter Ecuador.",2,2,1
7635,colombia rechaza solicitud de visado de ecuador para migrantes venezolanos pic twitter com 8lwq7dxexw,Colombia rejects Ecuador visa application for Venezuelan migrants pic twitter com 8lwq7dxexw,1,2,1
7636,ecuador exige visa humanitaria migrantes venezolanos partir de este lunes pic twitter com azin2q8nb4,Ecuador requires a humanitarian visa for Venezuelan migrants starting this Monday pic twitter com azin2q8nb4,1,2,1
7637,lástima la incapacidad del ministro de relaciones exteriores no fue capaz de controlar la migración de venezolanos todo con pañitos de agua tibia le faltó pantalones bien por ecuador por perú chile que no permiten el paso tan fácilmente como colombia,"Too bad the inability of the foreign minister was not able to control the migration of Venezuelans, all with warm cloths, he lacked pants well for Ecuador for Peru, Chile that do not allow passage as easily as Colombia",2,1,1
7638,en un tiempo récord de tres horas desde que les sellaron los pasaportes en el lado colombiano ingresaron ecuador el último millar de migrantes venezolanos sin la exigencia del visado la madrugada de este 26ago pic twitter com njs8ojstvn,"In a record time of three hours since the passports were stamped on the Colombian side, the last thousand Venezuelan migrants entered Ecuador without the requirement of a visa the morning of this 26th of August pic twitter com njs8ojstvn",1,2,1
7639,ecuador visa venezolanos promueve una migración segura ordenada ,Ecuador Venezuelans visa promotes an orderly safe migration,2,2,1
7640,miles de inmigrantes venezolanos salen en el último mes desde colombia ecuador pic twitter com yudliphqi1,Thousands of Venezuelan immigrants leave in the last month from Colombia Ecuador pic twitter com yudliphqi1,2,2,1
7641, exigencia de visa en ecuador no evitará la migración venezolana carlos holmes trujillo canciller de colombia aseguró que la medida incrementará el paso de los viajeros por lugares no autorizados vía nacional,visa requirement in ecuador will not prevent venezuelan migration carlos holmes trujillo Colombian chancellor assured that the measure will increase the passage of travelers through unauthorized places nationally,2,2,1
7642, carchi migrantes venezolanos obstaculizan el pasó vehicular en el puente internacional de rumichaca viaducto que enlaza ecuador colombia con el fin de ingresar sin visa solicitan anular el decreto 826pic twitter com xqoqx72uaw,Carchi Venezuelan migrants hinder the passage of vehicles on the international bridge of Rumichaca viaduct that connects Ecuador Colombia in order to enter without a visa request to cancel decree 826pic twitter com xqoqx72uaw,2,2,1
7643,hagan viral este ejemplo de amor responsabilidad familia de migrantes venezolanos camina hasta ecuador con su perrita cuando se quiere se puede ,Go viral this example of love responsibility Venezuelan migrant family walks to Ecuador with his dog when you want you can,2,2,1
7644,últimos migrantes venezolanos acceden ecuador antes del requisito de visa pic twitter com giaxa8bx79,last Venezuelan migrants enter Ecuador before the visa requirement pic twitter com giaxa8bx79,1,0,2
7645,últimos migrantes venezolanos acceden ecuador antes de requisito de visa pic twitter com mfqyzsujcq,last Venezuelan migrants access Ecuador before visa requirement pic twitter com mfqyzsujcq,1,2,1
7646,una masiva llegada de miles de migrantes venezolanos ecuador por la frontera norte con colombia se registró hasta el domingo ,A massive arrival of thousands of Venezuelan migrants from Ecuador along the northern border with Colombia was registered until Sunday.,2,2,1
7647,últimos migrantes venezolanos lograron acceder ecuador antes del requisito de visa pic twitter com 1vyapbtnu4,last Venezuelan migrants managed to access Ecuador before the visa requirement pic twitter com 1vyapbtnu4,1,0,1
7648,los últimos migrantes venezolanos accedieron ecuador antes del requisito de visa partir de este 26ago pic twitter com ptiw7q38eg,The last Venezuelan migrants accessed Ecuador before the visa requirement as of this Aug 26 pic twitter com ptiw7q38eg,2,2,1
7649, atención ecuador exige visa humanitaria migrantes venezolanos partir de medianoche ,Attention Ecuador demands humanitarian visa Venezuelan migrants from midnight,2,2,1
7650,verán como de poco se convierte en problema la migración porque colombia no quiere extranjeros ecuador debe ser el responsable del tránsito de ciudadanos venezolanos gracias socialismo es así como de poco ecuador empieza plazoleta pública sin respeto ,"You will see how little migration becomes a problem because Colombia does not want foreigners. Ecuador must be responsible for the transit of Venezuelan citizens, thanks to socialism. This is how little Ecuador begins a public square without respect.",2,1,1
7651,de acuerdo con declaraciones del canciller colombiano carlos holmes trujillo debido al anuncio de ecuador de exigir visa humanitaria los migrantes venezolanos migración colombia atendió solo durante el fin de semana 11 000 venezolanos ,"According to statements by Colombian Foreign Minister Carlos Holmes Trujillo, due to Ecuador's announcement to demand a humanitarian visa, Venezuelan migrants, Colombian migration attended only 11,000 Venezuelans during the weekend.",2,2,1
7652,el terminal de rumichaca en la frontera entre colombia ecuador se vació la madrugada de este 26ago de migrantes venezolanos apenas dos horas después de que entrara en vigor el nuevo requisito de visa humanitaria pic twitter com nhzt37xmzr,The rumichaca terminal on the border between Colombia and Ecuador was emptied the morning of this August 26 of Venezuelan migrants just two hours after the new humanitarian visa requirement took effect pic twitter com nhzt37xmzr,2,2,1
7653,video acnur ejecuta plan de contingencia para migrantes venezolanos en ecuador ,UNHCR video executes contingency plan for Venezuelan migrants in Ecuador,2,2,1
7654,más de 11 000 venezolanos salieron este fin de semana de colombia hacia ecuador por el puente internacional de rumichaca según el departamento de migración colombiana twitter com iafnpbiu0e,"More than 11,000 Venezuelans left this weekend from Colombia to Ecuador via the Rumichaca International Bridge, according to the Colombian Migration Department. Twitter com iafnpbiu0e",2,2,1
7655, atención ecuador exige visa humanitaria migrantes venezolanos partir de medianoche pic twitter com oqa6yaqzjt,Attention Ecuador demands humanitarian visa Venezuelan migrants from midnight pic twitter com oqa6yaqzjt,1,2,1
7656,en un tiempo récord de tres horas desde que les sellaron los pasaportes en el lado colombiano ingresaron ecuador el último millar de migrantes venezolanos sin la exigencia del visado la madrugada de este 26ago pic twitter com 9auutqfmcr,"In a record time of three hours since the passports were stamped on the Colombian side, the last thousand Venezuelan migrants entered Ecuador without the visa requirement at dawn this morning.",2,2,1
7657,desde este lunes migrantes venezolanos necesitan visa para ingresar ecuador evnews ecuador 26ago,From this Monday Venezuelan migrants need a visa to enter Ecuador evnews ecuador 26Aug,2,2,1
7658,otra prueba de pq es inviable colombia se viene la reforma pensional va tocar seguir la migración venezolana ecuador perú ojalá los políticos de mierda no la sigan,"Another proof of pq is unfeasible. Colombia, the pension reform is coming, it will be necessary to follow the Venezuelan migration, Ecuador, Peru, hopefully the shitty politicians will not follow it",2,2,1
7659,calamidad pública en frontera de colombia con ecuador por migrantes venezolanos ,Public calamity on the Colombian-Ecuador border for Venezuelan migrants,2,2,1
